Date,Time,Male,Device,Activity
7/24/2014,4:35 PM,female,desktop,1
7/31/2014,12:25 PM,male,tablet,1
7/21/2014,6:44 PM,male,desktop,1
7/29/2014,5:42 PM,female,desktop,1
7/25/2014,12:08 AM,male,mobile,0
7/21/2014,7:53 PM,male,desktop,0
7/20/2014,10:17 AM,female,tablet,0
7/17/2014,12:45 AM,female,mobile,0
7/25/2014,9:49 AM,male,mobile,1
7/26/2014,9:00 PM,female,mobile,0
7/30/2014,2:44 PM,male,mobile,0
7/30/2014,2:53 AM,female,tablet,1
7/25/2014,3:24 PM,female,mobile,0
7/24/2014,9:10 AM,female,mobile,0
7/27/2014,2:21 PM,male,tablet,0
7/29/2014,12:05 AM,male,mobile,1
7/21/2014,6:00 PM,male,mobile,1
7/28/2014,2:25 AM,female,desktop,0
7/30/2014,8:42 AM,female,mobile,1
7/19/2014,5:54 PM,male,tablet,1
7/20/2014,3:29 AM,male,mobile,1
7/25/2014,11:02 PM,male,mobile,1
7/18/2014,10:33 PM,male,tablet,0
7/25/2014,6:07 PM,male,tablet,1
7/26/2014,4:16 AM,female,mobile,1
7/27/2014,7:50 AM,female,tablet,1
7/30/2014,11:28 PM,male,desktop,0
7/27/2014,12:53 PM,male,tablet,0
7/20/2014,8:36 AM,male,tablet,0
7/30/2014,3:44 PM,female,desktop,0
7/23/2014,8:58 AM,male,tablet,1
7/26/2014,10:06 AM,male,mobile,1
7/31/2014,4:20 AM,female,mobile,1
7/27/2014,6:44 AM,male,desktop,1
7/17/2014,6:24 PM,male,tablet,0
7/20/2014,3:00 AM,female,tablet,0
7/29/2014,9:26 PM,female,tablet,0
7/27/2014,2:16 AM,male,tablet,1
7/26/2014,12:35 AM,female,desktop,1
7/29/2014,2:22 PM,male,desktop,1
7/26/2014,5:13 AM,female,tablet,1
7/18/2014,12:56 AM,female,tablet,1
7/21/2014,10:24 AM,female,mobile,1
7/26/2014,6:13 AM,female,tablet,0
7/29/2014,7:28 PM,female,mobile,1
7/18/2014,5:01 AM,female,tablet,1
7/28/2014,1:03 PM,male,tablet,1
7/22/2014,11:03 AM,male,tablet,0
7/18/2014,12:12 AM,male,desktop,0
7/25/2014,2:41 PM,male,tablet,0
7/26/2014,8:22 AM,female,tablet,1
7/22/2014,8:10 PM,female,tablet,1
7/20/2014,7:25 PM,male,mobile,0
7/30/2014,12:49 AM,male,desktop,1
7/31/2014,6:00 AM,female,tablet,1
7/19/2014,12:42 AM,female,tablet,0
7/19/2014,1:54 PM,female,tablet,0
7/28/2014,1:06 PM,female,desktop,0
7/31/2014,12:30 AM,female,mobile,0
7/26/2014,2:28 AM,female,tablet,1
7/27/2014,7:14 AM,male,tablet,0
7/20/2014,5:40 PM,female,tablet,1
7/25/2014,11:55 AM,female,desktop,0
7/30/2014,9:11 PM,female,desktop,1
7/29/2014,5:55 AM,male,mobile,0
7/18/2014,10:51 AM,male,desktop,1
7/21/2014,1:32 AM,male,tablet,0
7/27/2014,1:43 PM,male,desktop,0
7/26/2014,4:02 PM,female,mobile,1
7/30/2014,4:57 AM,male,tablet,1
7/24/2014,8:54 PM,female,mobile,1
7/21/2014,12:51 AM,male,mobile,0
7/26/2014,11:48 AM,male,mobile,1
7/17/2014,8:31 PM,female,mobile,1
7/31/2014,6:05 AM,female,mobile,0
7/20/2014,7:00 PM,female,tablet,1
7/24/2014,12:02 AM,female,tablet,1
7/21/2014,11:22 PM,male,desktop,1
7/18/2014,12:46 AM,male,desktop,0
7/30/2014,12:36 AM,female,mobile,0
7/22/2014,11:35 AM,female,desktop,0
7/28/2014,6:56 PM,male,mobile,0
7/20/2014,10:53 AM,female,tablet,1
7/22/2014,2:54 AM,female,desktop,1
7/18/2014,1:22 PM,male,tablet,1
7/27/2014,6:21 PM,female,mobile,1
7/25/2014,5:32 PM,female,desktop,1
7/24/2014,8:33 AM,female,mobile,1
7/26/2014,2:31 PM,female,mobile,0
7/22/2014,10:29 PM,female,desktop,0
7/27/2014,11:40 AM,male,mobile,1
7/20/2014,7:54 AM,female,tablet,1
7/25/2014,1:50 PM,male,desktop,1
7/26/2014,7:30 AM,female,mobile,0
7/29/2014,1:29 PM,female,desktop,1
7/17/2014,6:32 AM,female,desktop,1
7/18/2014,12:02 AM,male,mobile,1
7/22/2014,10:42 PM,female,desktop,0
7/22/2014,3:57 PM,male,desktop,0
7/25/2014,10:23 PM,female,tablet,0
7/22/2014,2:56 AM,male,mobile,0
7/22/2014,7:50 AM,male,desktop,0
7/24/2014,4:01 AM,female,desktop,0
7/21/2014,9:28 AM,female,desktop,0
7/20/2014,4:54 AM,male,tablet,1
7/24/2014,3:32 PM,male,mobile,0
7/24/2014,10:21 AM,female,tablet,1
7/17/2014,9:07 AM,male,tablet,0
7/17/2014,11:32 AM,male,desktop,0
7/29/2014,12:43 PM,male,tablet,1
7/29/2014,7:31 PM,male,mobile,1
7/17/2014,10:15 AM,male,tablet,1
7/23/2014,10:03 AM,female,mobile,1
7/22/2014,6:10 PM,male,tablet,1
7/21/2014,3:23 PM,male,tablet,1
7/28/2014,11:19 AM,female,desktop,0
7/26/2014,4:56 AM,female,desktop,1
7/31/2014,9:11 AM,male,mobile,0
7/27/2014,5:01 AM,male,desktop,1
7/17/2014,9:27 PM,female,desktop,0
7/27/2014,6:58 PM,female,desktop,0
7/26/2014,7:50 PM,female,mobile,1
7/31/2014,2:02 PM,female,desktop,0
7/31/2014,12:10 AM,female,mobile,1
7/21/2014,5:32 PM,male,desktop,1
7/30/2014,6:41 PM,male,tablet,1
7/19/2014,8:35 PM,male,desktop,0
7/29/2014,12:10 AM,female,desktop,0
7/31/2014,10:07 AM,female,tablet,0
7/30/2014,6:00 PM,female,mobile,1
7/19/2014,3:39 AM,female,tablet,1
7/23/2014,5:48 PM,male,desktop,0
7/28/2014,5:38 AM,female,tablet,1
7/28/2014,12:00 AM,female,desktop,0
7/23/2014,5:57 AM,female,desktop,0
7/17/2014,6:44 PM,male,desktop,0
7/19/2014,5:32 AM,male,tablet,1
7/17/2014,4:07 AM,female,tablet,0
7/28/2014,10:13 AM,male,desktop,1
7/29/2014,2:36 PM,male,mobile,0
7/22/2014,10:56 AM,male,mobile,1
7/31/2014,12:50 AM,female,mobile,0
7/17/2014,2:14 AM,male,mobile,0
7/23/2014,9:41 AM,female,tablet,0
7/18/2014,8:19 AM,male,tablet,0
7/26/2014,7:25 PM,female,tablet,0
7/26/2014,1:58 PM,male,mobile,0
7/23/2014,9:58 PM,female,desktop,0
7/28/2014,7:49 PM,male,desktop,1
7/24/2014,10:32 AM,female,mobile,1
7/27/2014,2:44 AM,male,mobile,0
7/26/2014,7:47 AM,male,mobile,0
7/17/2014,4:07 PM,male,desktop,0
7/25/2014,8:21 PM,female,tablet,1
7/31/2014,6:47 AM,female,desktop,0
7/22/2014,5:21 AM,female,tablet,0
7/31/2014,3:46 AM,male,mobile,1
7/30/2014,7:20 PM,female,mobile,0
7/31/2014,6:41 PM,female,desktop,1
7/26/2014,7:40 AM,male,tablet,1
7/24/2014,12:36 AM,female,mobile,1
7/27/2014,10:01 AM,male,tablet,1
7/21/2014,11:48 AM,female,desktop,0
7/19/2014,12:30 AM,male,desktop,0
7/25/2014,12:56 AM,female,mobile,1
7/30/2014,6:42 AM,male,desktop,1
7/22/2014,10:45 AM,female,mobile,0
7/24/2014,7:09 AM,male,tablet,0
7/31/2014,9:56 PM,female,tablet,1
7/31/2014,11:10 PM,female,tablet,1
7/26/2014,12:03 AM,male,desktop,0
7/17/2014,5:24 AM,male,desktop,1
7/31/2014,3:37 AM,male,mobile,1
7/22/2014,9:00 PM,male,mobile,0
7/23/2014,2:14 AM,female,desktop,1
7/22/2014,7:35 AM,male,mobile,1
7/29/2014,1:42 AM,male,mobile,0
7/21/2014,6:27 AM,male,desktop,0
7/23/2014,7:38 PM,female,tablet,1
7/17/2014,10:59 PM,female,desktop,1
7/21/2014,9:31 AM,male,tablet,1
7/25/2014,3:40 AM,female,mobile,0
7/31/2014,7:20 PM,female,tablet,1
7/19/2014,1:59 PM,male,tablet,0
7/30/2014,5:06 PM,male,tablet,1
7/28/2014,12:29 AM,female,mobile,0
7/24/2014,6:20 PM,male,mobile,0
7/24/2014,6:12 AM,female,tablet,0
7/18/2014,7:38 AM,female,desktop,0
7/22/2014,12:00 AM,female,tablet,1
7/19/2014,10:53 AM,male,mobile,1
7/23/2014,12:38 AM,female,tablet,0
7/30/2014,3:37 PM,female,desktop,0
7/21/2014,11:22 PM,female,tablet,1
7/24/2014,5:19 AM,male,desktop,1
7/27/2014,11:00 AM,male,tablet,1
7/17/2014,8:57 PM,male,mobile,0
7/25/2014,12:10 PM,female,mobile,0
7/19/2014,4:52 AM,male,mobile,1
7/17/2014,8:46 PM,male,desktop,0
7/28/2014,12:01 AM,male,desktop,0
7/27/2014,2:40 PM,female,mobile,0
7/29/2014,4:45 AM,male,mobile,1
7/18/2014,11:16 PM,female,desktop,0
7/31/2014,12:09 PM,female,tablet,1
7/17/2014,6:54 AM,female,tablet,1
7/31/2014,4:45 PM,male,tablet,0
7/17/2014,1:59 PM,male,tablet,1
7/18/2014,3:30 PM,male,mobile,0
7/24/2014,10:18 AM,female,desktop,0
7/28/2014,4:50 PM,female,desktop,0
7/24/2014,3:56 PM,male,desktop,0
7/23/2014,12:56 PM,female,desktop,1
7/27/2014,12:26 AM,female,desktop,1
7/26/2014,10:31 AM,male,desktop,1
7/28/2014,3:31 AM,male,desktop,1
7/29/2014,5:38 PM,female,desktop,0
7/21/2014,4:27 AM,male,desktop,1
7/25/2014,2:18 PM,male,mobile,0
7/19/2014,12:37 AM,female,desktop,0
7/31/2014,12:07 AM,female,tablet,1
7/26/2014,12:50 PM,female,tablet,0
7/29/2014,5:19 AM,female,tablet,0
7/17/2014,8:19 AM,male,mobile,1
7/21/2014,4:22 PM,female,tablet,1
7/21/2014,4:12 PM,male,tablet,0
7/29/2014,8:32 AM,female,tablet,0
7/22/2014,4:50 AM,female,desktop,1
7/28/2014,1:38 AM,female,mobile,1
7/21/2014,12:59 AM,male,mobile,0
7/25/2014,4:27 AM,male,mobile,1
7/30/2014,12:35 PM,female,desktop,1
7/25/2014,5:44 PM,male,mobile,1
7/25/2014,9:13 PM,female,desktop,0
7/29/2014,6:03 PM,male,mobile,1
7/18/2014,8:18 PM,male,mobile,0
7/29/2014,7:24 AM,female,tablet,0
7/18/2014,3:34 AM,male,desktop,0
7/17/2014,3:31 PM,female,tablet,1
7/29/2014,10:01 PM,female,desktop,0
7/17/2014,12:49 PM,male,mobile,1
7/29/2014,12:52 AM,female,tablet,1
7/30/2014,10:44 AM,male,tablet,1
7/23/2014,10:22 PM,female,desktop,1
7/29/2014,4:36 AM,male,tablet,0
7/18/2014,6:34 AM,male,mobile,0
7/20/2014,11:36 PM,female,mobile,0
7/29/2014,6:12 AM,female,tablet,0
7/30/2014,2:03 PM,female,tablet,0
7/17/2014,4:49 PM,male,desktop,1
7/21/2014,8:57 PM,male,tablet,1
7/28/2014,2:00 AM,male,mobile,0
7/20/2014,3:00 AM,female,desktop,1
7/29/2014,11:39 PM,female,tablet,1
7/25/2014,12:10 PM,male,mobile,1
7/17/2014,12:36 AM,female,mobile,0
7/31/2014,12:10 AM,male,mobile,0
7/28/2014,4:50 AM,female,desktop,1
7/21/2014,3:35 AM,male,desktop,0
7/17/2014,9:55 AM,female,mobile,1
7/21/2014,8:05 PM,female,tablet,0
7/23/2014,12:49 PM,female,desktop,1
7/28/2014,7:57 AM,male,mobile,1
7/22/2014,2:30 PM,male,tablet,0
7/25/2014,11:51 PM,male,desktop,1
7/19/2014,3:51 PM,male,desktop,0
7/27/2014,10:15 PM,male,tablet,1
7/24/2014,12:24 PM,female,desktop,1
7/21/2014,8:26 AM,female,tablet,1
7/27/2014,6:58 PM,male,tablet,1
7/19/2014,9:39 AM,male,mobile,0
7/29/2014,6:34 PM,female,mobile,0
7/23/2014,3:07 PM,male,tablet,1
7/19/2014,5:46 AM,female,desktop,0
7/21/2014,12:34 PM,male,desktop,0
7/31/2014,12:24 PM,female,desktop,0
7/28/2014,2:46 AM,male,desktop,1
7/25/2014,4:43 PM,male,desktop,0
7/21/2014,6:55 PM,male,desktop,0
7/17/2014,12:20 AM,female,mobile,1
7/24/2014,2:35 AM,female,mobile,1
7/26/2014,7:43 AM,female,desktop,0
7/21/2014,11:45 PM,male,tablet,0
7/28/2014,12:43 AM,female,desktop,1
7/29/2014,10:16 PM,male,tablet,1
7/18/2014,4:10 PM,female,desktop,1
7/27/2014,4:48 AM,female,desktop,0
7/31/2014,6:17 AM,female,desktop,1
7/28/2014,2:39 AM,female,mobile,1
7/21/2014,7:13 PM,male,tablet,0
7/25/2014,11:35 PM,female,mobile,0
7/18/2014,10:20 AM,female,desktop,1
7/23/2014,2:14 AM,female,tablet,1
7/21/2014,12:46 AM,female,tablet,0
7/18/2014,4:01 PM,female,mobile,1
7/24/2014,5:20 PM,male,mobile,0
7/18/2014,8:04 AM,female,mobile,1
7/18/2014,5:56 PM,male,tablet,0
7/26/2014,1:20 PM,male,desktop,0
7/30/2014,3:50 AM,female,tablet,1
7/31/2014,9:22 AM,female,tablet,0
7/17/2014,1:12 AM,male,mobile,1
7/22/2014,4:59 AM,female,mobile,0
7/24/2014,11:13 PM,female,desktop,0
7/26/2014,3:45 AM,male,desktop,1
7/18/2014,8:25 AM,female,desktop,0
7/28/2014,9:26 PM,female,tablet,1
7/17/2014,3:52 AM,female,mobile,0
7/24/2014,10:10 PM,female,desktop,1
7/30/2014,2:18 PM,male,tablet,1
7/25/2014,12:51 AM,female,desktop,0
7/18/2014,7:48 PM,female,mobile,0
7/24/2014,3:51 PM,male,desktop,0
7/23/2014,11:44 AM,male,mobile,0
7/19/2014,5:40 AM,female,mobile,0
7/23/2014,8:36 AM,female,tablet,0
7/27/2014,2:07 AM,male,desktop,1
7/23/2014,4:43 AM,male,desktop,0
7/31/2014,3:58 PM,male,tablet,0
7/30/2014,7:32 AM,male,mobile,0
7/20/2014,12:14 PM,female,desktop,1
7/26/2014,7:20 AM,male,mobile,1
7/22/2014,2:40 PM,male,desktop,0
7/23/2014,9:51 AM,male,tablet,0
7/27/2014,7:57 PM,male,mobile,1
7/20/2014,8:55 PM,female,mobile,1
7/18/2014,11:44 AM,female,tablet,1
7/31/2014,12:49 PM,female,mobile,0
7/25/2014,4:21 AM,female,desktop,0
7/27/2014,8:49 AM,male,mobile,0
7/20/2014,12:52 PM,male,tablet,0
7/31/2014,9:46 PM,male,mobile,0
7/31/2014,11:13 AM,male,desktop,1
7/21/2014,9:34 AM,female,tablet,1
7/18/2014,2:32 AM,female,tablet,0
7/18/2014,8:24 AM,male,mobile,0
7/23/2014,12:04 PM,male,mobile,1
7/31/2014,5:02 AM,female,tablet,1
7/19/2014,4:12 PM,male,desktop,1
7/28/2014,11:14 PM,female,desktop,0
7/22/2014,11:28 PM,female,mobile,0
7/21/2014,9:06 AM,male,desktop,1
7/28/2014,12:55 AM,female,tablet,1
7/19/2014,9:59 AM,female,tablet,1
7/22/2014,12:25 AM,female,tablet,0
7/21/2014,3:38 AM,male,mobile,0
7/27/2014,4:56 PM,female,desktop,1
7/23/2014,11:20 PM,male,tablet,1
7/17/2014,9:07 PM,male,tablet,1
7/17/2014,9:46 PM,male,tablet,1
7/24/2014,3:27 AM,female,desktop,0
7/26/2014,7:54 PM,female,mobile,1
7/27/2014,4:10 PM,female,tablet,1
7/26/2014,10:01 PM,female,tablet,1
7/17/2014,5:42 PM,male,tablet,0
7/20/2014,6:32 AM,male,desktop,1
7/24/2014,10:56 AM,female,desktop,0
7/22/2014,3:12 AM,male,mobile,0
7/28/2014,4:53 PM,female,tablet,0
7/24/2014,9:38 PM,female,desktop,1
7/22/2014,3:07 AM,female,tablet,1
7/20/2014,3:50 PM,female,desktop,1
7/25/2014,7:45 AM,male,desktop,1
7/18/2014,3:34 AM,male,mobile,1
7/29/2014,1:08 AM,female,tablet,0
7/27/2014,9:55 AM,male,tablet,0
7/24/2014,8:03 AM,female,tablet,1
7/23/2014,1:44 PM,female,desktop,0
7/22/2014,2:23 PM,male,mobile,0
7/21/2014,2:22 PM,male,mobile,1
7/19/2014,8:41 AM,male,tablet,1
7/21/2014,10:12 PM,male,desktop,0
7/30/2014,12:26 AM,male,mobile,1
7/28/2014,11:31 AM,male,mobile,0
7/25/2014,9:42 AM,female,desktop,1
7/21/2014,10:36 AM,male,mobile,1
7/20/2014,4:40 AM,female,tablet,1
7/31/2014,11:19 AM,female,desktop,1
7/21/2014,6:59 PM,female,desktop,0
7/20/2014,3:02 PM,male,desktop,0
7/27/2014,9:03 AM,male,desktop,0
7/31/2014,2:53 AM,male,desktop,1
7/25/2014,8:36 AM,female,mobile,1
7/27/2014,5:07 AM,male,tablet,0
7/25/2014,10:25 PM,female,mobile,0
7/23/2014,12:33 PM,female,mobile,1
7/17/2014,5:59 AM,male,desktop,0
7/25/2014,5:01 PM,male,tablet,0
7/31/2014,12:56 AM,male,mobile,1
7/27/2014,10:51 PM,male,tablet,0
7/22/2014,5:24 PM,male,desktop,1
7/28/2014,9:32 AM,male,desktop,0
7/29/2014,8:09 PM,female,tablet,1
7/17/2014,3:00 PM,male,desktop,0
7/21/2014,8:53 PM,female,desktop,1
7/22/2014,11:26 PM,male,tablet,0
7/20/2014,12:19 AM,male,mobile,0
7/20/2014,8:58 PM,male,mobile,0
7/24/2014,7:32 AM,male,tablet,1
7/29/2014,11:14 AM,female,tablet,1
7/23/2014,2:12 AM,female,mobile,1
7/17/2014,9:34 PM,female,desktop,0
7/18/2014,10:33 AM,male,tablet,0
7/21/2014,10:04 PM,male,desktop,0
7/20/2014,10:39 PM,male,tablet,1
7/30/2014,11:00 PM,female,desktop,0
7/26/2014,11:16 AM,female,mobile,0
7/18/2014,8:03 AM,female,desktop,0
7/19/2014,12:35 AM,male,mobile,1
7/23/2014,12:20 AM,female,tablet,1
7/24/2014,11:14 PM,female,mobile,1
7/19/2014,7:50 AM,female,mobile,0
7/31/2014,3:41 PM,female,tablet,0
7/27/2014,3:57 AM,male,mobile,1
7/31/2014,8:41 PM,male,tablet,1
7/26/2014,3:28 PM,female,desktop,1
7/30/2014,2:20 PM,male,mobile,0
7/29/2014,5:40 PM,female,mobile,1
7/30/2014,2:46 AM,male,tablet,1
7/24/2014,9:26 PM,male,tablet,0
7/19/2014,9:02 PM,female,desktop,1
7/21/2014,7:35 PM,male,desktop,0
7/28/2014,4:06 PM,female,tablet,0
7/28/2014,7:57 AM,female,tablet,0
7/22/2014,11:08 AM,female,desktop,1
7/20/2014,4:00 AM,male,desktop,1
7/30/2014,7:41 PM,female,tablet,1
7/31/2014,7:21 PM,male,desktop,0
7/31/2014,1:00 PM,female,tablet,0
7/28/2014,12:48 PM,female,desktop,0
7/31/2014,4:17 PM,male,mobile,1
7/24/2014,12:06 AM,female,tablet,1
7/25/2014,3:17 PM,female,tablet,0
7/26/2014,2:21 PM,male,desktop,1
7/30/2014,4:59 PM,male,desktop,1
7/30/2014,8:04 PM,female,mobile,1
7/30/2014,7:25 PM,male,mobile,1
7/27/2014,2:09 AM,female,mobile,1
7/25/2014,5:32 PM,female,tablet,1
7/28/2014,9:16 AM,female,desktop,1
7/20/2014,3:20 AM,male,mobile,1
7/24/2014,12:17 AM,female,desktop,0
7/29/2014,9:58 PM,male,tablet,1
7/26/2014,7:21 PM,female,desktop,0
7/17/2014,2:58 PM,female,mobile,0
7/20/2014,8:00 PM,male,mobile,1
7/28/2014,3:48 PM,female,mobile,0
7/24/2014,11:08 PM,female,mobile,1
7/24/2014,3:50 AM,male,tablet,0
7/20/2014,10:00 AM,male,desktop,1
7/26/2014,12:00 PM,male,tablet,1
7/29/2014,2:22 AM,male,tablet,0
7/31/2014,9:55 PM,male,desktop,1
7/31/2014,5:23 AM,female,mobile,1
7/20/2014,6:17 AM,female,tablet,1
7/25/2014,10:06 PM,male,desktop,0
7/18/2014,6:00 AM,female,mobile,1
7/24/2014,1:36 AM,female,tablet,0
7/18/2014,11:54 PM,male,desktop,0
7/28/2014,10:30 AM,male,tablet,0
7/31/2014,6:09 PM,female,tablet,1
7/18/2014,12:17 AM,male,mobile,0
7/31/2014,8:20 AM,female,tablet,1
7/28/2014,5:02 AM,male,desktop,0
7/29/2014,10:48 AM,female,tablet,0
7/31/2014,1:48 AM,female,tablet,0
7/24/2014,12:41 AM,male,desktop,0
7/26/2014,7:00 PM,male,mobile,1
7/20/2014,10:57 AM,male,mobile,0
7/19/2014,11:59 AM,female,tablet,0
7/27/2014,8:44 PM,male,mobile,1
7/22/2014,3:45 PM,male,mobile,0
7/19/2014,3:59 AM,female,mobile,0
7/20/2014,1:45 PM,female,desktop,1
7/29/2014,7:19 AM,female,desktop,0
7/27/2014,11:50 AM,female,tablet,1
7/31/2014,10:01 PM,female,tablet,0
7/23/2014,8:04 AM,female,mobile,1
7/31/2014,11:38 AM,female,desktop,1
7/27/2014,2:21 PM,female,desktop,0
7/29/2014,4:55 AM,male,desktop,1
7/22/2014,3:15 PM,female,tablet,0
7/18/2014,5:31 AM,female,mobile,0
7/29/2014,10:55 AM,male,tablet,0
7/26/2014,2:04 PM,male,desktop,1
7/26/2014,11:18 AM,female,desktop,1
7/23/2014,9:09 AM,male,mobile,0
7/28/2014,1:52 AM,female,desktop,1
7/27/2014,4:51 PM,female,mobile,1
7/18/2014,3:19 AM,female,desktop,0
7/18/2014,9:10 AM,female,mobile,0
7/31/2014,9:17 PM,female,mobile,0
7/25/2014,3:05 AM,male,desktop,1
7/28/2014,7:38 PM,female,mobile,0
7/19/2014,11:46 AM,female,mobile,0
7/22/2014,8:55 AM,female,mobile,1
7/17/2014,3:10 PM,male,tablet,1
7/29/2014,11:46 PM,male,tablet,0
7/22/2014,10:25 PM,female,desktop,0
7/29/2014,4:38 PM,male,desktop,0
7/30/2014,1:14 AM,male,desktop,0
7/21/2014,12:42 AM,male,mobile,0
7/22/2014,1:32 PM,male,tablet,0
7/28/2014,5:14 AM,male,tablet,1
7/29/2014,4:11 AM,female,tablet,0
7/22/2014,6:20 PM,male,desktop,1
7/27/2014,4:53 PM,female,desktop,1
7/28/2014,12:06 PM,male,mobile,0
7/29/2014,5:32 AM,female,desktop,1
7/24/2014,3:38 PM,female,mobile,0
7/27/2014,2:47 PM,male,mobile,0
7/24/2014,6:20 PM,male,tablet,1
7/25/2014,4:00 AM,male,desktop,1
7/27/2014,1:03 PM,male,tablet,1
7/21/2014,4:37 PM,female,desktop,1
7/28/2014,9:09 AM,male,desktop,1
7/27/2014,2:27 PM,male,tablet,0
7/27/2014,4:54 AM,male,mobile,0
7/24/2014,6:21 PM,female,mobile,0
7/28/2014,1:09 AM,male,tablet,1
7/18/2014,1:15 AM,female,desktop,1
7/19/2014,5:21 AM,female,desktop,1
7/31/2014,12:39 AM,female,mobile,1
7/19/2014,7:22 PM,female,tablet,0
7/19/2014,10:58 AM,female,mobile,0
7/24/2014,7:18 PM,female,mobile,1
7/21/2014,5:12 PM,female,tablet,1
7/20/2014,4:45 PM,male,tablet,1
7/28/2014,11:57 PM,female,tablet,1
7/21/2014,12:17 AM,female,desktop,1
7/24/2014,4:14 AM,female,desktop,1
7/22/2014,6:15 AM,female,desktop,1
7/18/2014,4:04 PM,female,mobile,1
7/17/2014,6:11 AM,male,tablet,1
7/25/2014,2:07 AM,male,tablet,0
7/20/2014,9:45 PM,male,tablet,1
7/29/2014,3:07 AM,male,desktop,1
7/20/2014,11:59 AM,female,mobile,0
7/30/2014,2:29 PM,female,tablet,0
7/20/2014,3:14 AM,male,desktop,1
7/25/2014,3:31 AM,female,mobile,1
7/17/2014,3:49 PM,male,desktop,0
7/20/2014,1:47 AM,female,desktop,0
7/26/2014,4:01 PM,male,tablet,1
7/19/2014,4:03 AM,male,tablet,1
7/28/2014,12:00 PM,female,mobile,1
7/22/2014,6:38 PM,female,tablet,1
7/17/2014,5:35 PM,male,mobile,0
7/20/2014,5:27 PM,female,tablet,0
7/26/2014,10:37 PM,male,tablet,0
7/30/2014,7:08 PM,male,mobile,1
7/22/2014,12:43 PM,female,mobile,1
7/23/2014,1:28 AM,female,mobile,1
7/17/2014,6:52 PM,male,desktop,1
7/20/2014,10:22 AM,male,mobile,1
7/20/2014,3:02 PM,male,tablet,1
7/25/2014,6:01 AM,male,tablet,0
7/27/2014,12:10 AM,female,tablet,0
7/27/2014,4:19 AM,male,tablet,1
7/21/2014,3:00 PM,male,desktop,0
7/26/2014,12:12 AM,male,mobile,0
7/29/2014,11:55 AM,female,mobile,0
7/20/2014,11:01 AM,male,mobile,0
7/28/2014,11:24 PM,female,tablet,0
7/22/2014,8:37 AM,male,desktop,1
7/26/2014,10:48 PM,female,mobile,1
7/17/2014,2:23 AM,female,mobile,0
7/18/2014,4:09 PM,male,mobile,0
7/18/2014,2:33 PM,male,mobile,1
7/31/2014,10:43 AM,female,tablet,1
7/24/2014,12:10 AM,male,desktop,1
7/28/2014,6:58 PM,male,tablet,1
7/18/2014,12:43 AM,male,desktop,0
7/27/2014,5:59 AM,female,desktop,0
7/30/2014,10:55 AM,female,desktop,1
7/30/2014,9:26 AM,female,tablet,0
7/17/2014,7:37 AM,female,mobile,1
7/24/2014,1:50 PM,female,mobile,0
7/30/2014,4:15 PM,female,tablet,0
7/21/2014,1:15 AM,male,tablet,0
7/25/2014,12:07 PM,male,tablet,1
7/31/2014,10:28 PM,female,tablet,1
7/21/2014,5:43 AM,male,mobile,0
7/26/2014,12:04 AM,female,mobile,0
7/26/2014,8:06 AM,female,tablet,0
7/28/2014,12:49 AM,female,mobile,0
7/18/2014,1:42 PM,female,mobile,1
7/20/2014,8:57 PM,female,desktop,0
7/21/2014,3:40 AM,male,tablet,1
7/31/2014,4:00 AM,female,desktop,0
7/20/2014,10:42 AM,male,mobile,0
7/20/2014,1:38 AM,male,desktop,1
7/28/2014,1:32 AM,female,mobile,0
7/22/2014,11:24 AM,female,tablet,1
7/26/2014,9:08 AM,male,mobile,0
7/30/2014,2:40 PM,female,desktop,1
7/24/2014,5:49 PM,male,desktop,0
7/21/2014,8:17 AM,female,tablet,1
7/22/2014,11:07 AM,male,mobile,1
7/31/2014,12:31 PM,female,desktop,1
7/26/2014,3:39 AM,male,tablet,0
7/30/2014,5:24 AM,female,desktop,1
7/19/2014,5:03 AM,female,mobile,1
7/24/2014,12:53 AM,female,tablet,0
7/19/2014,8:33 PM,male,desktop,0
7/22/2014,5:14 PM,female,tablet,1
7/31/2014,4:02 PM,female,tablet,1
7/20/2014,1:24 PM,male,tablet,1
7/21/2014,4:26 AM,female,desktop,0
7/24/2014,10:04 PM,male,mobile,1
7/21/2014,9:57 AM,male,tablet,1
7/21/2014,5:57 PM,male,desktop,0
7/30/2014,1:14 PM,male,tablet,1
7/27/2014,2:55 PM,male,mobile,1
7/18/2014,2:08 AM,male,tablet,0
7/22/2014,3:14 AM,female,mobile,1
7/29/2014,8:09 PM,male,desktop,0
7/26/2014,2:57 PM,male,mobile,0
7/27/2014,11:10 AM,male,tablet,0
7/19/2014,11:43 AM,female,mobile,0
7/25/2014,7:35 AM,male,desktop,0
7/24/2014,1:38 AM,male,tablet,0
7/30/2014,2:48 PM,female,mobile,0
7/17/2014,1:08 PM,male,tablet,0
7/23/2014,4:27 PM,female,desktop,1
7/27/2014,1:33 PM,female,tablet,1
7/25/2014,4:32 PM,male,desktop,1
7/20/2014,3:18 PM,female,desktop,1
7/18/2014,11:17 AM,female,desktop,1
7/24/2014,9:27 PM,female,desktop,1
7/28/2014,12:17 AM,male,tablet,1
7/23/2014,12:19 AM,female,desktop,0
7/30/2014,8:45 AM,male,tablet,1
7/27/2014,1:02 AM,female,mobile,1
7/28/2014,3:11 AM,male,mobile,1
